id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
569,An Dragon,Documentary,War,None,1990,59,TV-14,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2022-04-12,TRUE
570,Journey Mission,Stand-up Comedy,Sci-Fi,War,1999,87,TV-G,German,USA,5.8,11115414,64610932.91,0,0,FALSE,2023-08-31,FALSE
571,Last Love,Documentary,Family,History,2011,73,TV-MA,Japanese,South Korea,4.4,11115414,64610932.91,0,0,TRUE,2024-11-04,FALSE
571,The Princess,Documentary,Family,History,2011,73,TV-MA,Japanese,South Korea,4.4,11115414,64610932.91,0,0,TRUE,2024-11-04,FALSE
572,Empire King,TV Series,Documentary,Sci-Fi,2024,33,PG-13,English,UK,4.5,11115414,64610932.91,8,105,FALSE,2021-06-08,FALSE
573,Mystery Adventure,Limited Series,Action,History,2020,34,PG,Spanish,Germany,6.9,11115414,64610932.91,3,35,FALSE,2021-08-28,FALSE
574,Last Phoenix,Limited Series,Comedy,Drama,2012,57,PG,Spanish,USA,5.3,11115414,64610932.91,6,10,FALSE,2024-08-14,TRUE
575,Phoenix Mission,Documentary,Drama,None,2021,86,NC-17,Spanish,South Korea,1.4,11115414,64610932.91,0,0,FALSE,2024-10-22,FALSE
576,Mission Day,Movie,Crime,None,2001,104,G,Hindi,France,7.1,5073775,64610932.91,0,0,FALSE,2024-09-13,FALSE
577,Mystery Day,TV Series,Action,None,2003,53,TV-PG,Japanese,Japan,8.6,11115414,64610932.91,7,74,TRUE,2023-10-22,FALSE
578,First Family,TV Series,Sport,Horror,2000,55,PG-13,Hindi,USA,6.6,11115414,64610932.91,3,29,FALSE,2023-06-19,FALSE
579,Dragon Family,Movie,Documentary,None,1978,349,G,English,South Korea,7.0,5312135,69251153,0,0,FALSE,2024-02-05,FALSE
580,Quest Family,Stand-up Comedy,Crime,None,2014,74,PG,English,South Korea,6.2,11115414,64610932.91,0,0,TRUE,2022-01-19,FALSE
581,Mystery Mystery,Documentary,Sci-Fi,War,2016,111,TV-Y,English,USA,2.7,11115414,64610932.91,0,0,FALSE,2023-07-19,TRUE
582,Quest House,TV Series,Sci-Fi,None,1990,62,TV-Y,English,USA,7.4,11115414,64610932.91,7,192,FALSE,2020-11-19,FALSE
583,Last Battle,Movie,Comedy,None,1999,101,PG,English,USA,6.8,3951401,32741225,0,0,FALSE,2023-07-24,FALSE
584,Princess Kingdom,Documentary,Romance,None,2006,89,TV-Y,English,USA,3.8,11115414,64610932.91,0,0,FALSE,2023-10-31,TRUE
585,Bright Day,TV Series,Comedy,None,2023,59,G,Spanish,USA,6.3,11115414,64610932.91,6,101,FALSE,2020-11-25,FALSE
586,Storm Night,Documentary,Drama,Documentary,2021,99,R,English,USA,4.4,11115414,64610932.91,0,0,TRUE,2021-10-26,FALSE
586,Dream Warrior,Documentary,Drama,Documentary,2021,99,R,English,USA,4.4,11115414,64610932.91,0,0,TRUE,2021-10-26,FALSE
587,Princess House,Stand-up Comedy,Family,None,2020,51,R,English,India,5.9,11115414,64610932.91,0,0,FALSE,2022-05-14,FALSE
588,Warrior Empire,Movie,Sci-Fi,None,1997,122,TV-Y,English,India,2.5,447581,391734641,0,0,FALSE,2023-09-15,FALSE
589,Big House,Limited Series,Mystery,None,2011,332,TV-Y,Korean,USA,7.3,11115414,64610932.91,3,79,TRUE,2021-08-11,FALSE
590,Fire Battle,Documentary,War,None,2012,104,NC-17,English,India,5.4,11115414,64610932.91,0,0,FALSE,2022-12-15,TRUE
590,Dream Dream,Documentary,War,None,2012,104,NC-17,English,India,5.4,11115414,64610932.91,0,0,FALSE,2022-12-15,TRUE
591,Storm Day,Limited Series,Mystery,Sci-Fi,1995,94,TV-Y,German,USA,6.3,11115414,64610932.91,6,77,FALSE,2024-08-01,FALSE
592,Secret War,Movie,Drama,None,2018,117,TV-G,Italian,USA,6.2,37983685,7744943,0,0,FALSE,2025-03-12,FALSE
593,First Phoenix,Documentary,Family,Family,2001,72,TV-14,Spanish,Germany,6.3,11115414,64610932.91,0,0,TRUE,2022-04-24,FALSE
594,Dark Adventure,Movie,Drama,None,2003,153,PG-13,French,Canada,6.6,1442937,23502658,0,0,TRUE,2024-11-16,TRUE
595,Dark Princess,TV Series,Animation,None,1998,28,PG-13,English,France,8.3,11115414,64610932.91,8,104,TRUE,2022-06-30,FALSE
596,Mystery House,Limited Series,Documentary,None,1993,33,TV-G,English,USA,7.5,11115414,64610932.91,4,12,FALSE,2020-11-12,FALSE
597,Dragon Day,Stand-up Comedy,Comedy,History,1996,77,TV-MA,English,USA,3.6,11115414,64610932.91,0,0,FALSE,2021-12-24,FALSE
598,The Story,Movie,Biography,None,1995,166,TV-PG,English,India,6.9,719932,64610932.91,0,0,FALSE,2022-10-11,FALSE
599,Family Journey,Documentary,Thriller,None,1994,89,TV-14,English,USA,4.9,11115414,64610932.91,0,0,FALSE,2022-02-26,FALSE
600,Quest Love,TV Series,History,Fantasy,1992,40,TV-Y,Korean,South Korea,6.3,11115414,64610932.91,14,173,FALSE,2022-12-08,FALSE
600,Big Warrior,TV Series,History,Fantasy,1992,40,TV-Y,Korean,South Korea,6.3,11115414,64610932.91,14,173,FALSE,2022-12-08,FALSE
601,City Night,Documentary,Horror,None,2016,99,G,Japanese,Germany,6.5,11115414,64610932.91,0,0,FALSE,2021-01-20,FALSE
602,Hero Love,Movie,Mystery,Sci-Fi,2012,70,TV-14,Japanese,Japan,6.3,11115414,3500926,0,0,TRUE,2020-12-15,FALSE
603,Empire War,Movie,War,Crime,1996,113,TV-14,English,USA,6.6,11115414,64610932.91,0,0,FALSE,2024-06-23,FALSE
604,Fire Night,TV Series,Western,None,2019,42,TV-MA,English,USA,5.4,11115414,64610932.91,14,112,FALSE,2021-08-22,TRUE
605,Dark Day,Movie,Romance,War,2014,138,PG,English,South Korea,5.6,3696939,158596540,0,0,TRUE,2024-09-07,FALSE
606,Love Princess,Movie,Comedy,Animation,1993,96,NC-17,English,UK,9.3,11115414,13896745,0,0,FALSE,2024-04-25,FALSE
607,Mission Storm,Documentary,Romance,None,2002,86,TV-Y7,English,USA,7.6,11115414,64610932.91,0,0,TRUE,2024-06-15,FALSE
608,Day City,TV Series,Western,None,1991,6,G,English,India,5.1,11115414,64610932.91,9,99,FALSE,2023-06-05,FALSE
609,Battle King,Limited Series,Action,War,2018,43,TV-G,Spanish,South Korea,6.3,11115414,64610932.91,5,182,FALSE,2024-10-14,FALSE
610,Queen Storm,Documentary,Thriller,None,2004,43,TV-Y7,French,Japan,4.4,11115414,64610932.91,0,0,FALSE,2022-10-08,TRUE
611,House Night,Movie,Documentary,Fantasy,2017,126,TV-Y7,English,USA,1.3,2250753,170972649,0,0,FALSE,2023-07-31,FALSE
612,Little Kingdom,Movie,Music,Mystery,2009,66,TV-Y,English,USA,5.4,2775406,18385689,0,0,TRUE,2021-12-19,TRUE
613,Quest Battle,Limited Series,Sci-Fi,Crime,1993,30,TV-Y7,English,USA,4.6,11115414,64610932.91,8,19,FALSE,2024-12-27,FALSE
614,Storm Warrior,Movie,Comedy,None,2019,108,TV-G,English,Japan,4.6,1559466,64610932.91,0,0,FALSE,2024-11-20,FALSE
615,Ice Storm,Movie,Crime,None,2016,136,PG,English,Japan,5.1,1121652,130558068,0,0,TRUE,2022-02-02,TRUE
616,Night Warrior,Documentary,Adventure,None,2007,96,G,English,South Korea,7.1,11115414,64610932.91,0,0,FALSE,2022-12-06,FALSE
617,Phoenix Princess,Movie,War,War,2023,146,PG,English,Germany,7.1,77455401,7924508,0,0,FALSE,2024-06-27,FALSE
618,Ice House,TV Series,War,Romance,2014,58,NC-17,English,South Korea,6.3,11115414,64610932.91,1,152,FALSE,2024-05-30,FALSE
618,Empire King,TV Series,War,Romance,2014,58,NC-17,English,South Korea,6.3,11115414,64610932.91,1,152,FALSE,2024-05-30,FALSE
619,An Mission,Documentary,Crime,Adventure,2014,570,TV-G,Japanese,UK,4.8,11115414,64610932.91,0,0,TRUE,2021-03-03,TRUE
620,Family Storm,Movie,Animation,None,1997,111,TV-Y7,English,USA,7.9,5640579,96414255,0,0,TRUE,2020-10-28,FALSE
621,Kingdom City,TV Series,History,Horror,2023,53,PG,Hindi,USA,7.0,11115414,64610932.91,5,95,TRUE,2022-06-05,FALSE
622,Kingdom King,Movie,Western,Comedy,2005,130,R,Italian,South Korea,3.4,5596184,43187317,0,0,TRUE,2020-08-06,FALSE
623,Old Phoenix,Stand-up Comedy,Family,None,2013,54,PG,English,USA,9.3,11115414,64610932.91,0,0,FALSE,2023-08-08,FALSE
624,War Fire,Movie,Romance,Sport,2015,101,G,English,USA,5.7,5694534,169216899,0,0,TRUE,2021-03-11,FALSE
625,Dragon Princess,Movie,Documentary,None,2003,105,TV-Y,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2021-10-13,FALSE
625,House Phoenix,Movie,Documentary,None,2003,105,TV-Y,English,USA,6.3,11115414,64610932.91,0,0,FALSE,2021-10-13,FALSE
626,Phoenix Storm,Movie,Western,None,2009,21,NC-17,English,South Korea,5.3,350706,146051,0,0,FALSE,2025-03-18,FALSE
627,Story Journey,Movie,Western,None,2018,121,NC-17,English,Germany,6.5,2533936,45685991,0,0,FALSE,2024-12-29,FALSE
628,Ice War,TV Series,Music,None,2010,45,TV-14,English,Canada,8.0,11115414,64610932.91,13,170,FALSE,2024-04-11,FALSE
629,Day Day,Documentary,Adventure,None,1999,104,TV-MA,Japanese,USA,8.2,11115414,64610932.91,0,0,TRUE,2023-11-14,FALSE
630,Day City,Documentary,Sport,War,2024,56,TV-G,Japanese,USA,6.3,11115414,64610932.91,0,0,TRUE,2024-04-15,FALSE
631,First Hero,Movie,War,War,2003,81,TV-PG,English,South Korea,4.8,19341025,120445111,0,0,FALSE,2022-11-26,FALSE
632,Secret Ice,Movie,Adventure,None,2004,89,G,French,Germany,6.4,220840,64610932.91,0,0,TRUE,2020-11-20,FALSE
633,Fire Mission,TV Series,Biography,History,2000,43,TV-G,English,USA,6.6,11115414,64610932.91,6,29,TRUE,2020-09-15,FALSE
634,Dream Battle,Stand-up Comedy,Action,None,1997,74,TV-MA,English,Germany,8.0,11115414,64610932.91,0,0,FALSE,2022-04-20,TRUE
635,An Empire,TV Series,Comedy,None,1995,30,TV-Y7,French,South Korea,4.8,11115414,64610932.91,7,172,FALSE,2023-05-29,FALSE
636,A Secret,Stand-up Comedy,Music,None,2009,51,TV-MA,English,USA,6.3,11115414,64610932.91,0,0,TRUE,2023-01-23,FALSE
637,Journey House,TV Series,Family,History,2006,58,TV-MA,English,USA,5.5,11115414,64610932.91,1,83,TRUE,2021-10-03,FALSE
638,First Quest,TV Series,Romance,None,2001,65,G,English,USA,6.1,11115414,64610932.91,8,25,FALSE,2024-05-16,FALSE
639,New Kingdom,Limited Series,Sport,War,1996,68,TV-Y7,English,Canada,4.8,11115414,64610932.91,11,37,TRUE,2021-05-03,FALSE
640,Love Mission,Movie,Horror,None,2002,88,TV-MA,Korean,India,6.1,23331183,64610932.91,0,0,FALSE,2023-02-28,TRUE
641,Our Ice,TV Series,Thriller,Thriller,2023,62,R,English,USA,10.0,11115414,64610932.91,12,54,TRUE,2025-01-29,FALSE
642,King Battle,Limited Series,Romance,None,2011,20,TV-14,Italian,Canada,6.3,11115414,64610932.91,3,37,TRUE,2021-04-26,TRUE
643,Our King,TV Series,Drama,None,2018,45,TV-Y7,Japanese,South Korea,5.3,11115414,64610932.91,11,91,FALSE,2020-09-07,TRUE
644,Quest Empire,TV Series,Mystery,None,2010,24,NC-17,Italian,South Korea,6.2,11115414,64610932.91,5,197,FALSE,2021-12-13,FALSE
645,Love Day,Stand-up Comedy,Adventure,Mystery,1991,62,TV-G,Korean,France,1.8,11115414,64610932.91,0,0,TRUE,2022-11-07,TRUE
646,Dream Adventure,Movie,Fantasy,None,2015,104,TV-MA,English,France,7.5,2435028,296405,0,0,TRUE,2021-09-09,FALSE
647,Phoenix Ice,Movie,Music,None,2010,159,TV-Y7,French,France,8.2,12844095,34444993,0,0,FALSE,2020-10-30,FALSE
648,An Princess,Movie,Horror,None,2012,138,TV-Y7,English,USA,4.9,11115414,64610932.91,0,0,TRUE,2020-12-17,FALSE
649,My Story,TV Series,War,Sport,2014,52,TV-Y7,Spanish,UK,6.3,11115414,64610932.91,6,45,FALSE,2023-02-22,FALSE
650,Secret Ice,Movie,Adventure,None,2020,99,TV-G,English,USA,5.2,182524033,3132808,0,0,FALSE,2022-11-28,FALSE
651,An Legend,Movie,Documentary,Action,2019,114,R,English,USA,4.1,386155,51575130,0,0,FALSE,2024-02-29,TRUE
652,Legend House,Movie,History,None,2015,102,TV-MA,English,USA,10.0,14939487,21771252,0,0,FALSE,2024-10-15,TRUE
652,War Dragon,Movie,History,None,2015,102,TV-MA,English,USA,10.0,14939487,21771252,0,0,FALSE,2024-10-15,TRUE
653,Bright Ice,Stand-up Comedy,Music,Sci-Fi,1993,334,TV-Y,English,South Korea,5.0,11115414,64610932.91,0,0,FALSE,2025-06-05,FALSE
654,Storm Dream,Stand-up Comedy,Drama,Romance,2011,67,TV-Y,English,USA,6.5,11115414,64610932.91,0,0,FALSE,2022-12-09,FALSE
655,Mission Phoenix,Movie,Fantasy,Adventure,1995,166,TV-Y,English,USA,7.5,1537325,14483384,0,0,TRUE,2022-11-10,FALSE
656,Fire Kingdom,TV Series,Animation,None,2024,63,R,English,USA,4.9,11115414,64610932.91,6,132,TRUE,2025-03-17,TRUE
657,King Queen,Limited Series,Romance,None,2014,52,TV-14,English,South Korea,6.5,11115414,64610932.91,14,178,TRUE,2024-08-04,FALSE
658,My Adventure,TV Series,Mystery,None,2010,51,R,Japanese,USA,6.3,11115414,64610932.91,5,58,FALSE,2023-09-05,TRUE
659,Journey Love,TV Series,Sci-Fi,None,2009,40,TV-14,English,USA,6.3,11115414,64610932.91,3,171,TRUE,2025-06-01,FALSE
660,Journey Kingdom,Movie,Adventure,None,1990,121,PG-13,English,South Korea,8.6,11115414,3300259,0,0,TRUE,2023-12-04,FALSE
661,Dragon Day,Limited Series,Horror,None,1992,58,NC-17,English,South Korea,6.5,11115414,64610932.91,3,162,TRUE,2021-04-22,TRUE
662,A Adventure,Movie,Documentary,None,1997,65,TV-MA,English,USA,7.9,10706001,1631334,0,0,FALSE,2020-09-13,FALSE
663,Mystery House,Limited Series,Biography,None,2008,32,G,English,South Korea,6.5,11115414,64610932.91,0,23,TRUE,2025-05-16,FALSE
664,Our Love,Movie,History,Horror,2020,107,TV-G,English,USA,6.5,65169386,16858783,0,0,FALSE,2021-08-23,FALSE
665,Little Dragon,Movie,Biography,Adventure,2009,136,TV-MA,French,South Korea,8.7,8291129,10411548,0,0,TRUE,2020-09-13,FALSE
666,Hero Empire,Documentary,Adventure,None,2014,110,R,English,India,9.6,11115414,64610932.91,0,0,FALSE,2025-04-06,FALSE
667,Dragon War,Movie,Sci-Fi,None,1995,143,TV-G,English,USA,6.7,94034621,38879782,0,0,FALSE,2023-03-06,FALSE
668,Secret Mission,Movie,Crime,None,2013,50,TV-PG,Korean,South Korea,3.1,5519943,64610932.91,0,0,TRUE,2022-02-22,FALSE
669,City Battle,TV Series,Biography,None,2012,56,PG-13,English,France,6.8,11115414,64610932.91,3,123,FALSE,2023-11-10,FALSE
670,Mission Fire,Documentary,Drama,None,2007,72,TV-14,English,India,6.9,11115414,64610932.91,0,0,FALSE,2021-11-23,FALSE
671,Battle Fire,TV Series,Animation,None,2006,57,TV-Y,Hindi,USA,6.4,11115414,64610932.91,9,180,FALSE,2022-10-25,FALSE
672,An Ice,Movie,Biography,None,2011,152,PG-13,French,Canada,5.6,68373,5231163,0,0,FALSE,2023-03-26,FALSE
673,Dragon Night,Documentary,Fantasy,None,2004,141,TV-14,Spanish,UK,8.3,11115414,64610932.91,0,0,FALSE,2024-04-24,FALSE
674,Journey House,TV Series,Adventure,Documentary,1997,77,TV-Y,Italian,India,7.1,11115414,64610932.91,2,26,FALSE,2022-12-01,FALSE
675,Mystery Empire,TV Series,Action,None,2019,76,NC-17,German,USA,6.3,11115414,64610932.91,7,73,TRUE,2021-08-11,TRUE
676,Storm Legend,Movie,Adventure,Adventure,2004,174,TV-Y7,English,France,9.0,416301,268961079,0,0,TRUE,2024-02-04,FALSE
677,Secret Battle,Stand-up Comedy,Adventure,Crime,1991,74,TV-MA,Italian,UK,7.7,11115414,64610932.91,0,0,FALSE,2021-03-03,FALSE
678,The Empire,Documentary,Documentary,Family,2005,97,TV-Y7,French,USA,6.3,11115414,64610932.91,0,0,FALSE,2023-06-25,FALSE
679,Journey Phoenix,Documentary,Horror,None,2015,87,TV-G,English,South Korea,5.2,11115414,64610932.91,0,0,FALSE,2024-03-10,FALSE
680,A Dream,Movie,Thriller,None,2007,128,TV-14,French,USA,7.5,846327,36844960,0,0,TRUE,2024-07-20,FALSE
681,Phoenix Dragon,Stand-up Comedy,Thriller,None,2015,27,PG,Spanish,Canada,7.4,11115414,64610932.91,0,0,FALSE,2024-11-08,FALSE
682,Secret Ice,Movie,Romance,None,2013,111,G,English,South Korea,6.3,2615689,64610932.91,0,0,TRUE,2020-11-11,TRUE
683,Last Secret,Limited Series,Animation,Documentary,1998,61,TV-Y7,English,USA,3.7,11115414,64610932.91,7,120,TRUE,2024-07-08,TRUE
684,Empire Love,Movie,War,Fantasy,1997,137,TV-G,English,USA,4.6,4450850,64610932.91,0,0,FALSE,2021-01-30,FALSE
685,Big Adventure,Stand-up Comedy,Romance,None,1999,522,TV-G,Korean,USA,5.9,11115414,64610932.91,0,0,FALSE,2024-12-14,FALSE
686,City Secret,TV Series,History,War,1998,12,TV-14,English,Canada,6.4,11115414,64610932.91,11,41,FALSE,2022-09-21,FALSE
687,First Mission,TV Series,Crime,None,2014,47,TV-PG,English,USA,8.4,11115414,64610932.91,2,57,FALSE,2021-10-25,TRUE
688,Story Legend,Movie,Animation,None,2024,103,TV-Y,English,South Korea,4.8,2676591,64610932.91,0,0,FALSE,2025-07-11,FALSE
689,Fire Mystery,Movie,Western,Drama,2006,97,TV-Y,English,Germany,6.3,11115414,64610932.91,0,0,FALSE,2022-10-01,TRUE
690,Quest War,Documentary,Romance,None,1990,100,TV-Y,Hindi,France,5.4,11115414,64610932.91,0,0,TRUE,2022-11-22,FALSE
691,Kingdom Phoenix,Movie,Fantasy,None,2014,106,TV-PG,English,South Korea,6.4,6586991,23899749,0,0,FALSE,2025-01-05,FALSE
692,An Ice,Movie,Fantasy,None,2002,83,PG-13,English,Germany,6.6,154356219,64610932.91,0,0,FALSE,2023-02-15,FALSE
693,Love Battle,Movie,Crime,None,2016,149,G,Spanish,USA,6.3,11115414,64610932.91,0,0,TRUE,2023-09-10,TRUE
694,Princess Phoenix,Movie,Action,None,1996,89,PG,English,UK,5.9,6072218,37239804,0,0,FALSE,2023-01-14,FALSE
695,Quest Empire,TV Series,Mystery,None,2013,52,PG,Korean,India,6.6,11115414,64610932.91,10,89,FALSE,2021-02-15,FALSE
696,Little Night,Limited Series,Biography,None,2010,54,G,Korean,USA,7.2,11115414,64610932.91,10,174,FALSE,2023-08-19,FALSE
696,Little Secret,Limited Series,Biography,None,2010,54,G,Korean,USA,7.2,11115414,64610932.91,10,174,FALSE,2023-08-19,FALSE
697,Mystery Legend,TV Series,Music,None,2015,38,TV-MA,Italian,South Korea,4.0,11115414,64610932.91,5,65,FALSE,2020-08-15,FALSE
698,Quest War,Movie,Western,Romance,2018,126,R,English,USA,4.7,4641680,26325930,0,0,FALSE,2023-06-21,FALSE
699,Bright Mystery,TV Series,Western,Family,2007,22,PG,English,Canada,8.0,11115414,64610932.91,4,151,FALSE,2022-07-22,FALSE
700,Legend Dragon,Movie,Biography,None,1995,94,G,English,USA,6.3,1080214,26058332,0,0,TRUE,2024-04-09,FALSE
701,Mystery Quest,Limited Series,Animation,History,2012,74,NC-17,Hindi,Canada,4.9,11115414,64610932.91,2,197,FALSE,2024-05-08,FALSE
702,The Dragon,Movie,Fantasy,None,2007,87,TV-MA,German,UK,6.3,55259167,210763420,0,0,FALSE,2021-09-30,FALSE
703,Bright War,Movie,History,None,1993,128,R,English,Germany,5.6,9853801,58384599,0,0,TRUE,2023-12-01,TRUE
704,Princess House,Movie,Western,None,2000,144,PG,English,USA,6.3,1579910,64610932.91,0,0,FALSE,2024-11-06,FALSE
705,Bright House,Stand-up Comedy,Romance,None,2022,61,PG-13,Hindi,USA,6.3,11115414,64610932.91,0,0,FALSE,2025-03-08,FALSE
706,Our Family,Movie,Drama,Mystery,2011,72,TV-PG,English,USA,6.4,602601,64610932.91,0,0,FALSE,2021-03-05,TRUE
707,Dragon King,TV Series,Romance,None,2003,29,R,Korean,India,2.6,11115414,64610932.91,3,143,TRUE,2022-08-16,FALSE
708,War Battle,Movie,Music,None,2012,134,PG,English,USA,6.3,999917,93806,0,0,TRUE,2022-04-17,FALSE
709,Legend Mission,Movie,Sci-Fi,None,2011,109,TV-PG,English,UK,6.3,11115414,250370,0,0,FALSE,2022-10-06,FALSE
710,King Ice,Movie,Sci-Fi,None,2002,104,TV-MA,French,USA,8.7,1185845,80728679,0,0,FALSE,2024-03-02,FALSE
711,Love King,Movie,Drama,Thriller,1963,92,G,German,Japan,7.7,3853848,64610932.91,0,0,FALSE,2023-11-25,FALSE
712,Day Legend,Movie,Family,None,1994,28,G,Spanish,Canada,6.3,319285,64610932.91,0,0,TRUE,2023-11-22,TRUE
713,Story Queen,Movie,War,None,1992,103,TV-MA,Spanish,Canada,6.3,11115414,16977476,0,0,TRUE,2024-05-02,TRUE
714,King Phoenix,Limited Series,Adventure,Fantasy,2002,47,PG,English,USA,7.0,11115414,64610932.91,7,108,FALSE,2023-11-18,TRUE
715,A Adventure,Movie,Horror,None,2002,116,PG-13,English,USA,5.6,2496199,5147384,0,0,FALSE,2024-11-07,FALSE
716,New Adventure,Stand-up Comedy,War,None,2022,91,R,English,Germany,4.4,11115414,64610932.91,0,0,FALSE,2020-10-15,TRUE
716,New Fire,Stand-up Comedy,War,None,2022,91,R,English,Germany,4.4,11115414,64610932.91,0,0,FALSE,2020-10-15,TRUE
717,Dark Legend,TV Series,Sport,None,1995,40,TV-Y,French,UK,5.1,11115414,64610932.91,14,147,FALSE,2023-10-17,FALSE
718,Battle Queen,TV Series,Sci-Fi,None,2018,35,TV-MA,French,USA,7.0,11115414,64610932.91,7,66,FALSE,2025-04-22,FALSE
719,Family House,Movie,Sci-Fi,Drama,1991,99,NC-17,English,Germany,6.3,11115414,516398028,0,0,FALSE,2023-10-16,FALSE
720,Little Mystery,Stand-up Comedy,Western,History,2007,80,PG-13,English,USA,6.5,11115414,64610932.91,0,0,TRUE,2023-11-07,FALSE
721,Big Mission,TV Series,Horror,None,2022,37,TV-Y,French,USA,5.9,11115414,64610932.91,6,67,FALSE,2024-06-23,FALSE
722,Kingdom City,TV Series,Romance,None,2024,15,TV-MA,Japanese,USA,5.6,11115414,64610932.91,3,185,TRUE,2022-07-13,FALSE
723,Love Battle,Documentary,Thriller,None,2000,128,TV-MA,Hindi,UK,8.0,11115414,64610932.91,0,0,FALSE,2025-02-25,FALSE
724,My Mystery,TV Series,War,None,2017,26,NC-17,English,USA,8.0,11115414,64610932.91,6,93,FALSE,2022-01-24,FALSE
725,Our Night,Documentary,Music,None,2018,110,TV-G,Italian,USA,8.1,11115414,64610932.91,0,0,FALSE,2021-03-20,FALSE
726,The Day,Movie,Action,None,2021,13,PG-13,Korean,South Korea,6.3,11115414,64610932.91,0,0,FALSE,2021-01-12,TRUE
727,Mystery Legend,TV Series,Western,None,2003,41,TV-Y,English,UK,8.2,11115414,64610932.91,1,88,FALSE,2021-11-22,FALSE
728,Day Dragon,Stand-up Comedy,Crime,None,1998,89,TV-Y7,English,UK,7.6,11115414,64610932.91,0,0,FALSE,2025-04-11,FALSE
729,Day Warrior,Limited Series,Sci-Fi,Thriller,2011,47,PG-13,English,Canada,7.4,11115414,64610932.91,5,109,TRUE,2022-02-03,FALSE
730,Princess Hero,Documentary,Comedy,None,2000,91,R,Spanish,France,5.1,11115414,64610932.91,0,0,FALSE,2025-01-19,FALSE
731,Love Battle,Movie,Documentary,None,1998,123,TV-Y,English,Canada,8.6,821338,2563997,0,0,TRUE,2024-10-27,FALSE
732,Kingdom Battle,Stand-up Comedy,Mystery,None,2000,35,TV-PG,English,USA,6.0,11115414,64610932.91,0,0,TRUE,2021-03-18,FALSE
733,Last House,Movie,Animation,Action,1992,121,TV-PG,English,USA,7.2,1205813,359088664,0,0,FALSE,2024-08-24,FALSE
734,Last Mission,TV Series,Adventure,None,2017,62,TV-Y7,English,Canada,6.5,11115414,64610932.91,3,64,FALSE,2024-08-15,FALSE
735,Last Kingdom,Documentary,Fantasy,Biography,2001,107,PG,German,USA,9.2,11115414,64610932.91,0,0,FALSE,2024-04-01,TRUE
736,Our King,Stand-up Comedy,Music,None,2004,69,PG,German,Germany,6.3,11115414,64610932.91,0,0,FALSE,2021-09-09,TRUE
737,King Kingdom,Movie,Comedy,None,2024,117,TV-Y7,Spanish,USA,6.3,3778470,57571931,0,0,FALSE,2021-05-31,FALSE
738,Adventure Dream,Movie,Animation,None,2020,107,TV-G,English,USA,6.3,5259672,10814474,0,0,FALSE,2025-01-07,TRUE
739,Hero Kingdom,Movie,Action,None,2020,121,NC-17,Japanese,UK,7.1,3121206,3827361,0,0,TRUE,2024-11-14,FALSE
740,Our Legend,Movie,Animation,None,2011,119,PG,German,USA,5.5,1882096,64610932.91,0,0,FALSE,2023-07-31,FALSE
741,Bright Phoenix,Movie,Mystery,None,1992,131,G,English,UK,4.1,1703864,2238705,0,0,FALSE,2023-04-08,FALSE
742,Legend Love,Movie,Thriller,None,2009,117,TV-MA,English,USA,6.3,4127966,782958,0,0,FALSE,2024-10-16,FALSE
743,Dark City,Documentary,Documentary,None,2015,68,PG,Korean,Japan,8.1,11115414,64610932.91,0,0,TRUE,2023-05-29,FALSE
744,Quest Warrior,Stand-up Comedy,Documentary,None,1994,49,G,English,South Korea,6.3,11115414,64610932.91,0,0,FALSE,2022-04-19,FALSE
745,Storm Empire,TV Series,Music,Animation,2000,54,TV-MA,English,USA,6.3,11115414,64610932.91,7,157,FALSE,2025-04-29,TRUE
746,Family Fire,Movie,Music,None,1995,82,TV-MA,Hindi,USA,0.8,954741,64610932.91,0,0,FALSE,2025-03-09,FALSE
746,Ice Story,Movie,Music,None,1995,82,TV-MA,Hindi,USA,0.8,954741,64610932.91,0,0,FALSE,2025-03-09,FALSE
747,War Hero,Movie,Biography,None,2000,120,PG,Japanese,South Korea,9.3,11115414,64610932.91,0,0,FALSE,2023-04-21,FALSE
748,Warrior Phoenix,Documentary,Western,Sci-Fi,2020,90,TV-PG,Italian,South Korea,4.6,11115414,64610932.91,0,0,TRUE,2024-12-21,FALSE
749,Dark Princess,TV Series,Documentary,Horror,2016,32,TV-Y,English,USA,6.1,11115414,64610932.91,14,155,FALSE,2022-03-17,FALSE
750,Our War,TV Series,History,Romance,2021,17,TV-Y,English,USA,5.1,11115414,64610932.91,9,97,TRUE,2024-03-03,FALSE
751,A Storm,Movie,Animation,None,1997,120,TV-MA,German,UK,4.8,19469161,64610932.91,0,0,FALSE,2024-12-29,FALSE
752,Big Ice,Movie,Horror,Sci-Fi,2014,98,PG-13,English,USA,4.6,11115414,379710483,0,0,TRUE,2021-12-28,FALSE
753,Our Queen,Movie,Action,None,2002,522,PG,English,USA,4.7,3194690,33685913,0,0,TRUE,2021-12-26,TRUE
754,Adventure Queen,TV Series,Western,Music,2002,38,PG-13,Hindi,USA,6.3,11115414,64610932.91,3,94,FALSE,2021-08-08,FALSE
